job_index,block_id,route,family,split,evaluation_seed,traffic_manager_seed,arm,order_position,job_id
644,block-0214,Base_Wall_0098,Wall_098,Base,3,30098,temporal,3,Base_Wall_0098__s3__temporal
645,block-0215,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,1,10073,current_frame,1,Generalization_PedestrianOtherBlocker_1073__s1__current_frame
646,block-0215,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,1,10073,temporal,2,Generalization_PedestrianOtherBlocker_1073__s1__temporal
647,block-0215,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,1,10073,baseline,3,Generalization_PedestrianOtherBlocker_1073__s1__baseline
648,block-0216,Base_CustomObstacles_0024,CustomObstacles_024,Base,3,30024,temporal,1,Base_CustomObstacles_0024__s3__temporal
649,block-0216,Base_CustomObstacles_0024,CustomObstacles_024,Base,3,30024,current_frame,2,Base_CustomObstacles_0024__s3__current_frame
650,block-0216,Base_CustomObstacles_0024,CustomObstacles_024,Base,3,30024,baseline,3,Base_CustomObstacles_0024__s3__baseline
651,block-0217,Generalization_Wall_1099,Wall_099,Generalization,3,30099,baseline,1,Generalization_Wall_1099__s3__baseline
652,block-0217,Generalization_Wall_1099,Wall_099,Generalization,3,30099,temporal,2,Generalization_Wall_1099__s3__temporal
653,block-0217,Generalization_Wall_1099,Wall_099,Generalization,3,30099,current_frame,3,Generalization_Wall_1099__s3__current_frame
654,block-0218,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,2,20049,temporal,1,Generalization_ObscuredStop_1049__s2__temporal
655,block-0218,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,2,20049,baseline,2,Generalization_ObscuredStop_1049__s2__baseline
656,block-0218,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,2,20049,current_frame,3,Generalization_ObscuredStop_1049__s2__current_frame
657,block-0219,Generalization_BadParking_1004,BadParking_004,Generalization,3,30004,temporal,1,Generalization_BadParking_1004__s3__temporal
658,block-0219,Generalization_BadParking_1004,BadParking_004,Generalization,3,30004,baseline,2,Generalization_BadParking_1004__s3__baseline
659,block-0219,Generalization_BadParking_1004,BadParking_004,Generalization,3,30004,current_frame,3,Generalization_BadParking_1004__s3__current_frame
660,block-0220,Base_FullyBlocked_0034,FullyBlocked_034,Base,3,30034,current_frame,1,Base_FullyBlocked_0034__s3__current_frame
661,block-0220,Base_FullyBlocked_0034,FullyBlocked_034,Base,3,30034,baseline,2,Base_FullyBlocked_0034__s3__baseline
662,block-0220,Base_FullyBlocked_0034,FullyBlocked_034,Base,3,30034,temporal,3,Base_FullyBlocked_0034__s3__temporal
663,block-0221,Generalization_OppositeConstruction_1053,OppositeConstruction_053,Generalization,1,10053,temporal,1,Generalization_OppositeConstruction_1053__s1__temporal
664,block-0221,Generalization_OppositeConstruction_1053,OppositeConstruction_053,Generalization,1,10053,baseline,2,Generalization_OppositeConstruction_1053__s1__baseline
665,block-0221,Generalization_OppositeConstruction_1053,OppositeConstruction_053,Generalization,1,10053,current_frame,3,Generalization_OppositeConstruction_1053__s1__current_frame
666,block-0222,Generalization_BadParking_1002,BadParking_002,Generalization,1,10002,current_frame,1,Generalization_BadParking_1002__s1__current_frame
667,block-0222,Generalization_BadParking_1002,BadParking_002,Generalization,1,10002,temporal,2,Generalization_BadParking_1002__s1__temporal
668,block-0222,Generalization_BadParking_1002,BadParking_002,Generalization,1,10002,baseline,3,Generalization_BadParking_1002__s1__baseline
669,block-0223,Generalization_PedestrianOtherBlocker_1074,PedestrianOtherBlocker_074,Generalization,1,10074,current_frame,1,Generalization_PedestrianOtherBlocker_1074__s1__current_frame
670,block-0223,Generalization_PedestrianOtherBlocker_1074,PedestrianOtherBlocker_074,Generalization,1,10074,baseline,2,Generalization_PedestrianOtherBlocker_1074__s1__baseline
671,block-0223,Generalization_PedestrianOtherBlocker_1074,PedestrianOtherBlocker_074,Generalization,1,10074,temporal,3,Generalization_PedestrianOtherBlocker_1074__s1__temporal
672,block-0224,Base_Wall_0099,Wall_099,Base,1,10099,temporal,1,Base_Wall_0099__s1__temporal
673,block-0224,Base_Wall_0099,Wall_099,Base,1,10099,current_frame,2,Base_Wall_0099__s1__current_frame
674,block-0224,Base_Wall_0099,Wall_099,Base,1,10099,baseline,3,Base_Wall_0099__s1__baseline
675,block-0225,Base_ConstructionPermutations_0016,ConstructionPermutations_016,Base,3,30016,current_frame,1,Base_ConstructionPermutations_0016__s3__current_frame
676,block-0225,Base_ConstructionPermutations_0016,ConstructionPermutations_016,Base,3,30016,baseline,2,Base_ConstructionPermutations_0016__s3__baseline
677,block-0225,Base_ConstructionPermutations_0016,ConstructionPermutations_016,Base,3,30016,temporal,3,Base_ConstructionPermutations_0016__s3__temporal
678,block-0226,Base_Animals_0077,Animals_077,Base,1,10077,baseline,1,Base_Animals_0077__s1__baseline
679,block-0226,Base_Animals_0077,Animals_077,Base,1,10077,temporal,2,Base_Animals_0077__s1__temporal
680,block-0226,Base_Animals_0077,Animals_077,Base,1,10077,current_frame,3,Base_Animals_0077__s1__current_frame
681,block-0227,Base_ConstructionPermutations_0019,ConstructionPermutations_019,Base,2,20019,baseline,1,Base_ConstructionPermutations_0019__s2__baseline
682,block-0227,Base_ConstructionPermutations_0019,ConstructionPermutations_019,Base,2,20019,current_frame,2,Base_ConstructionPermutations_0019__s2__current_frame
683,block-0227,Base_ConstructionPermutations_0019,ConstructionPermutations_019,Base,2,20019,temporal,3,Base_ConstructionPermutations_0019__s2__temporal
684,block-0228,Generalization_OppositeConstruction_1052,OppositeConstruction_052,Generalization,1,10052,baseline,1,Generalization_OppositeConstruction_1052__s1__baseline
685,block-0228,Generalization_OppositeConstruction_1052,OppositeConstruction_052,Generalization,1,10052,temporal,2,Generalization_OppositeConstruction_1052__s1__temporal
686,block-0228,Generalization_OppositeConstruction_1052,OppositeConstruction_052,Generalization,1,10052,current_frame,3,Generalization_OppositeConstruction_1052__s1__current_frame
687,block-0229,Base_ConstructionPermutations_0017,ConstructionPermutations_017,Base,1,10017,current_frame,1,Base_ConstructionPermutations_0017__s1__current_frame
688,block-0229,Base_ConstructionPermutations_0017,ConstructionPermutations_017,Base,1,10017,baseline,2,Base_ConstructionPermutations_0017__s1__baseline
689,block-0229,Base_ConstructionPermutations_0017,ConstructionPermutations_017,Base,1,10017,temporal,3,Base_ConstructionPermutations_0017__s1__temporal
690,block-0230,Generalization_FullyBlocked_1031,FullyBlocked_031,Generalization,2,20031,temporal,1,Generalization_FullyBlocked_1031__s2__temporal
691,block-0230,Generalization_FullyBlocked_1031,FullyBlocked_031,Generalization,2,20031,current_frame,2,Generalization_FullyBlocked_1031__s2__current_frame
692,block-0230,Generalization_FullyBlocked_1031,FullyBlocked_031,Generalization,2,20031,baseline,3,Generalization_FullyBlocked_1031__s2__baseline
693,block-0231,Generalization_ConstructionPedestrian_1012,ConstructionPedestrian_012,Generalization,3,30012,temporal,1,Generalization_ConstructionPedestrian_1012__s3__temporal
694,block-0231,Generalization_ConstructionPedestrian_1012,ConstructionPedestrian_012,Generalization,3,30012,current_frame,2,Generalization_ConstructionPedestrian_1012__s3__current_frame
695,block-0231,Generalization_ConstructionPedestrian_1012,ConstructionPedestrian_012,Generalization,3,30012,baseline,3,Generalization_ConstructionPedestrian_1012__s3__baseline
696,block-0232,Generalization_ObscuredStop_1047,ObscuredStop_047,Generalization,1,10047,baseline,1,Generalization_ObscuredStop_1047__s1__baseline
697,block-0232,Generalization_ObscuredStop_1047,ObscuredStop_047,Generalization,1,10047,current_frame,2,Generalization_ObscuredStop_1047__s1__current_frame
698,block-0232,Generalization_ObscuredStop_1047,ObscuredStop_047,Generalization,1,10047,temporal,3,Generalization_ObscuredStop_1047__s1__temporal
699,block-0233,Generalization_ImageOnObject_1040,ImageOnObject_040,Generalization,2,20040,current_frame,1,Generalization_ImageOnObject_1040__s2__current_frame
700,block-0233,Generalization_ImageOnObject_1040,ImageOnObject_040,Generalization,2,20040,temporal,2,Generalization_ImageOnObject_1040__s2__temporal
701,block-0233,Generalization_ImageOnObject_1040,ImageOnObject_040,Generalization,2,20040,baseline,3,Generalization_ImageOnObject_1040__s2__baseline
702,block-0234,Base_CustomObstacles_0028,CustomObstacles_028,Base,2,20028,current_frame,1,Base_CustomObstacles_0028__s2__current_frame
703,block-0234,Base_CustomObstacles_0028,CustomObstacles_028,Base,2,20028,temporal,2,Base_CustomObstacles_0028__s2__temporal
704,block-0234,Base_CustomObstacles_0028,CustomObstacles_028,Base,2,20028,baseline,3,Base_CustomObstacles_0028__s2__baseline
705,block-0235,Generalization_Wall_1097,Wall_097,Generalization,3,30097,current_frame,1,Generalization_Wall_1097__s3__current_frame
706,block-0235,Generalization_Wall_1097,Wall_097,Generalization,3,30097,temporal,2,Generalization_Wall_1097__s3__temporal
707,block-0235,Generalization_Wall_1097,Wall_097,Generalization,3,30097,baseline,3,Generalization_Wall_1097__s3__baseline
708,block-0236,Base_CustomObstacles_0022,CustomObstacles_022,Base,1,10022,temporal,1,Base_CustomObstacles_0022__s1__temporal
709,block-0236,Base_CustomObstacles_0022,CustomObstacles_022,Base,1,10022,baseline,2,Base_CustomObstacles_0022__s1__baseline
710,block-0236,Base_CustomObstacles_0022,CustomObstacles_022,Base,1,10022,current_frame,3,Base_CustomObstacles_0022__s1__current_frame
711,block-0237,Generalization_RightConstruction_1094,RightConstruction_094,Generalization,1,10094,current_frame,1,Generalization_RightConstruction_1094__s1__current_frame
712,block-0237,Generalization_RightConstruction_1094,RightConstruction_094,Generalization,1,10094,baseline,2,Generalization_RightConstruction_1094__s1__baseline
713,block-0237,Generalization_RightConstruction_1094,RightConstruction_094,Generalization,1,10094,temporal,3,Generalization_RightConstruction_1094__s1__temporal
714,block-0238,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,2,20055,temporal,1,Generalization_RightOfWay_1055__s2__temporal
715,block-0238,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,2,20055,current_frame,2,Generalization_RightOfWay_1055__s2__current_frame
716,block-0238,Generalization_RightOfWay_1055,RightOfWay_055,Generalization,2,20055,baseline,3,Generalization_RightOfWay_1055__s2__baseline
717,block-0239,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,3,30058,current_frame,1,Generalization_RightOfWay_1058__s3__current_frame
718,block-0239,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,3,30058,baseline,2,Generalization_RightOfWay_1058__s3__baseline
719,block-0239,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,3,30058,temporal,3,Generalization_RightOfWay_1058__s3__temporal
720,block-0240,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,2,20029,baseline,1,Generalization_CustomObstacles_1029__s2__baseline
721,block-0240,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,2,20029,temporal,2,Generalization_CustomObstacles_1029__s2__temporal
722,block-0240,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,2,20029,current_frame,3,Generalization_CustomObstacles_1029__s2__current_frame
723,block-0241,Generalization_CustomObstacles_1025,CustomObstacles_025,Generalization,3,30025,temporal,1,Generalization_CustomObstacles_1025__s3__temporal
724,block-0241,Generalization_CustomObstacles_1025,CustomObstacles_025,Generalization,3,30025,current_frame,2,Generalization_CustomObstacles_1025__s3__current_frame
725,block-0241,Generalization_CustomObstacles_1025,CustomObstacles_025,Generalization,3,30025,baseline,3,Generalization_CustomObstacles_1025__s3__baseline
726,block-0242,Generalization_PassableObstacles_1060,PassableObstacles_060,Generalization,1,10060,baseline,1,Generalization_PassableObstacles_1060__s1__baseline
727,block-0242,Generalization_PassableObstacles_1060,PassableObstacles_060,Generalization,1,10060,current_frame,2,Generalization_PassableObstacles_1060__s1__current_frame
728,block-0242,Generalization_PassableObstacles_1060,PassableObstacles_060,Generalization,1,10060,temporal,3,Generalization_PassableObstacles_1060__s1__temporal
729,block-0243,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,1,10049,current_frame,1,Generalization_ObscuredStop_1049__s1__current_frame
730,block-0243,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,1,10049,temporal,2,Generalization_ObscuredStop_1049__s1__temporal
731,block-0243,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,1,10049,baseline,3,Generalization_ObscuredStop_1049__s1__baseline
732,block-0244,Base_ConstructionPermutations_0018,ConstructionPermutations_018,Base,1,10018,temporal,1,Base_ConstructionPermutations_0018__s1__temporal
733,block-0244,Base_ConstructionPermutations_0018,ConstructionPermutations_018,Base,1,10018,baseline,2,Base_ConstructionPermutations_0018__s1__baseline
734,block-0244,Base_ConstructionPermutations_0018,ConstructionPermutations_018,Base,1,10018,current_frame,3,Base_ConstructionPermutations_0018__s1__current_frame
735,block-0245,Generalization_ImageOnObject_1043,ImageOnObject_043,Generalization,1,10043,temporal,1,Generalization_ImageOnObject_1043__s1__temporal
736,block-0245,Generalization_ImageOnObject_1043,ImageOnObject_043,Generalization,1,10043,current_frame,2,Generalization_ImageOnObject_1043__s1__current_frame
737,block-0245,Generalization_ImageOnObject_1043,ImageOnObject_043,Generalization,1,10043,baseline,3,Generalization_ImageOnObject_1043__s1__baseline
738,block-0246,Base_HardBrake_0039,HardBrake_039,Base,3,30039,temporal,1,Base_HardBrake_0039__s3__temporal
739,block-0246,Base_HardBrake_0039,HardBrake_039,Base,3,30039,current_frame,2,Base_HardBrake_0039__s3__current_frame
740,block-0246,Base_HardBrake_0039,HardBrake_039,Base,3,30039,baseline,3,Base_HardBrake_0039__s3__baseline
741,block-0247,Generalization_Animals_1078,Animals_078,Generalization,1,10078,temporal,1,Generalization_Animals_1078__s1__temporal
742,block-0247,Generalization_Animals_1078,Animals_078,Generalization,1,10078,current_frame,2,Generalization_Animals_1078__s1__current_frame
743,block-0247,Generalization_Animals_1078,Animals_078,Generalization,1,10078,baseline,3,Generalization_Animals_1078__s1__baseline
744,block-0248,Base_ObscuredStop_0048,ObscuredStop_048,Base,3,30048,current_frame,1,Base_ObscuredStop_0048__s3__current_frame
745,block-0248,Base_ObscuredStop_0048,ObscuredStop_048,Base,3,30048,baseline,2,Base_ObscuredStop_0048__s3__baseline
746,block-0248,Base_ObscuredStop_0048,ObscuredStop_048,Base,3,30048,temporal,3,Base_ObscuredStop_0048__s3__temporal
747,block-0249,Base_FullyBlocked_0032,FullyBlocked_032,Base,2,20032,baseline,1,Base_FullyBlocked_0032__s2__baseline
748,block-0249,Base_FullyBlocked_0032,FullyBlocked_032,Base,2,20032,current_frame,2,Base_FullyBlocked_0032__s2__current_frame
749,block-0249,Base_FullyBlocked_0032,FullyBlocked_032,Base,2,20032,temporal,3,Base_FullyBlocked_0032__s2__temporal
750,block-0250,Generalization_ConstructionPermutations_1019,ConstructionPermutations_019,Generalization,1,10019,temporal,1,Generalization_ConstructionPermutations_1019__s1__temporal
751,block-0250,Generalization_ConstructionPermutations_1019,ConstructionPermutations_019,Generalization,1,10019,baseline,2,Generalization_ConstructionPermutations_1019__s1__baseline
752,block-0250,Generalization_ConstructionPermutations_1019,ConstructionPermutations_019,Generalization,1,10019,current_frame,3,Generalization_ConstructionPermutations_1019__s1__current_frame
753,block-0251,Base_RightConstruction_0093,RightConstruction_093,Base,3,30093,current_frame,1,Base_RightConstruction_0093__s3__current_frame
754,block-0251,Base_RightConstruction_0093,RightConstruction_093,Base,3,30093,temporal,2,Base_RightConstruction_0093__s3__temporal
755,block-0251,Base_RightConstruction_0093,RightConstruction_093,Base,3,30093,baseline,3,Base_RightConstruction_0093__s3__baseline
756,block-0252,Generalization_BadParking_1007,BadParking_007,Generalization,2,20007,current_frame,1,Generalization_BadParking_1007__s2__current_frame
